x,y,radius
322.8630915,87.01584281,0.5
132.6129084,87.3423402,0.5
378.4811392,87.50750439,0.5
110.4245334,87.68913303,0.5
256.2515218,87.63795845,0.5
42.09132879,88.14349462,0.5
244.4171884,88.28303156,0.5
298.4935036,88.15627119,0.5
388.1876513,88.06402652,0.5
112.9028675,88.5185936,0.5
161.6722156,88.71835087,0.5
193.8736824,88.65022292,0.5
202.8693286,88.69298361,0.5
362.4146017,88.75752666,0.5
368.748901,88.69346981,0.5
108.2407469,88.82755817,0.5
16.65907983,89.29258733,0.5
122.6503605,89.36482272,0.5
136.0310884,89.25831442,0.5
173.3329078,89.52121678,0.5
19.38097722,89.91165598,0.5
38.07634644,90.57616594,0.5
325.4611414,89.98873435,0.5
97.49991058,90.81212094,0.5
278.4862256,90.77821588,0.5
394.4377223,90.62248927,0.5
124.8673021,90.99490212,0.5
110.874338,91.34676119,0.5
302.7634814,91.55637085,0.5
323.5153733,91.49021653,0.5
107.227866,91.8011705,0.5
127.5296381,91.9090763,0.5
169.1131088,91.96227989,0.5
389.5176777,92.36788665,0.5
42.52457329,92.44649813,0.5
263.1533414,92.14730432,0.5
86.19920753,92.73620882,0.5
122.7459885,92.5572169,0.5
12.22777542,93.10329402,0.5
102.9497414,93.02899706,0.5
266.2244841,92.92250374,0.5
49.14438869,93.2448512,0.5
54.05981978,93.3991871,0.5
147.0858386,93.22437146,0.5
165.2561708,93.35351967,0.5
176.5558642,93.38818834,0.5
286.8964596,93.36590736,0.5
311.4234278,93.26481682,0.5
350.2617346,93.32092502,0.5
378.9947168,93.52432164,0.5
25.96095933,93.75744518,0.5
158.4124303,93.8543671,0.5
174.040358,93.73531272,0.5
368.0248103,93.77713983,0.5
70.25443794,94.02812074,0.5
249.3727181,94.12541742,0.5
100.8832571,94.4262637,0.5
126.7151504,94.62049046,0.5
61.74986534,94.73016584,0.5
50.88542004,95.32480801,0.5
141.8637392,95.11319801,0.5
149.3108174,95.36842034,0.5
337.8204925,95.33338618,0.5
22.62446967,95.66349332,0.5
57.20793381,95.50923309,0.5
184.7824221,95.68147753,0.5
387.2556649,95.68186112,0.5
199.5004838,96.11343251,0.5
358.1405871,95.96461405,0.5
105.1217527,96.34679442,0.5
241.9253571,96.52549218,0.5
7.282952555,97.0139788,0.5
26.33682402,96.99771845,0.5
193.8876588,97.03713639,0.5
209.4336205,97.05806083,0.5
